Course Code,Course Number,Titles,Day,Time,Location
RAE,444,Law for The Music & Entertainment Industries,Monday,2:00-4:11,HBC Gifford
RAE,470,Experience Credit,Tuesday,3:00-5:11,Crouse-Hinds Hall
RAE,490,Independent Study,Wednesday,4:00-6:11,Dineen Hall
RAE,499,Honors Capstone Project,Thursday,5:00-7:11,Hinds Hall
RAE,500,Selected Topics,Friday,6:00-8:11,Carnegie
RAE,501,Reconciling Arts and Commerce: Arts Entrepreneurship,Monday,7:00-9:33,Hall of Languages
BAN,201,David M. Rezak Music Business Lecture Series,Tuesday,7:00-9:34,Physics Building
BAN,202,David M. Rezak Music Business Lecture Series,Wednesday,7:00-9:35,Falk
BAN,235,Business of Record Labels & Music Publishers,Thursday,1:00-3:12,Marshall Square Mall
BAN,245,Business of Live Music & Experiential Brand Activation,Friday,2:00-4:12,Lyman Hall
BAN,364,Social Media and Data for the Music Business,Monday,3:00-5:12,Whitman
BAN,403,Entertainment Industry Practicum,Tuesday,4:00-6:12,Schine
BAN,454,"Music Business, Technology & Emerging Opportunities",Wednesday,5:00-7:12,Heroy Geology Building
BAN,483,Entertainment Industry Exploration,Thursday,6:00-8:12,HBC Gifford
BAN,490,Independent Study,Friday,7:00-9:36,Crouse-Hinds Hall
BAN,499,Honors Capstone Project,Monday,7:00-9:37,Dineen Hall
RDR,120,Recorder Instruction,Tuesday,7:00-9:38,Hinds Hall
RDR,125,Recorder Instruction,Wednesday,1:00-3:13,Carnegie
RDR,126,Recorder Instruction,Thursday,2:00-4:13,Hall of Languages
RDR,220,Recorder Instruction,Friday,3:00-5:13,Physics Building
RDR,225,Recorder Instruction,Monday,4:00-6:13,Falk
RDR,226,Recorder Instruction,Tuesday,5:00-7:13,Marshall Square Mall
RDR,320,Recorder Instruction,Wednesday,6:00-8:13,Lyman Hall
RDR,325,Recorder Instruction,Thursday,7:00-9:39,Whitman
RDR,326,Recorder Instruction,Friday,7:00-9:40,Schine
RDR,329,Performance Honors in Recorder,Monday,7:00-9:41,Heroy Geology Building
RDR,420,Recorder Instruction,Tuesday,1:00-3:14,HBC Gifford
RDR,425,Recorder Instruction,Wednesday,2:00-4:14,Crouse-Hinds Hall
RDR,426,Recorder Instruction,Thursday,3:00-5:14,Dineen Hall
RDR,429,Performance Honors in Recorder,Friday,4:00-6:14,Hinds Hall
RDR,520,Recorder Instruction,Monday,5:00-7:14,Carnegie
RDR,525,Recorder Instruction,Tuesday,6:00-8:14,Hall of Languages
RDR,526,Recorder Instruction,Wednesday,7:00-9:42,Physics Building
RED,300,Selected Topics,Thursday,7:00-9:43,Falk
RED,315,Adult Literacy Education: Principles and Practicum,Friday,7:00-9:44,Marshall Square Mall
RED,326,Literacy Across the Curriculum,Monday,1:00-3:15,Lyman Hall
RED,512,Children’s and Adolescent Literature,Tuesday,2:00-4:15,Whitman
REL,100,Selected Topics,Wednesday,3:00-5:15,Schine
REL,101,Religions of the World,Thursday,4:00-6:15,Heroy Geology Building
REL,102,Religion Today in a Globalizing World,Friday,5:00-7:15,HBC Gifford
REL,103,Religion and Sports,Monday,6:00-8:15,Crouse-Hinds Hall
REL,104,Religion and Science,Tuesday,7:00-9:45,Dineen Hall
REL,106,What Is Belief?,Wednesday,7:00-9:46,Hinds Hall
REL,107,"Religion, Literature, Film",Thursday,7:00-9:47,Carnegie
REL,108,Religion and Its Critics,Friday,1:00-3:16,Hall of Languages
REL,114,"The Bible in History, Culture and Religion",Monday,2:00-4:16,Physics Building
REL,120,Introduction to the Study of Religion,Tuesday,3:00-5:16,Falk
REL,121,Pilgrimage,Wednesday,4:00-6:16,Marshall Square Mall
REL,122,Confessions,Thursday,5:00-7:16,Lyman Hall
REL,123,Religious Auto/Biography,Friday,6:00-8:16,Whitman
REL,125,Religion and Sexuality,Monday,7:00-9:48,Schine
REL,126,"Ecstasy, Transgression, Religion",Tuesday,7:00-9:49,Heroy Geology Building
REL,131,Great Jewish Writers,Wednesday,7:00-9:50,HBC Gifford
REL,135,Judaism,Thursday,1:00-3:17,Crouse-Hinds Hall
REL,142,Native American Religion,Friday,2:00-4:17,Dineen Hall
REL,156,Christianity,Monday,3:00-5:17,Hinds Hall
REL,165,Discovering Islam,Tuesday,4:00-6:17,Carnegie
REL,185,Hinduism,Wednesday,5:00-7:17,Hall of Languages
REL,186,Buddhism,Thursday,6:00-8:17,Physics Building
REL,191,"Religion, Meaning and Knowledge",Friday,7:00-9:51,Falk
REL,193,Extreme Religious Experience,Monday,7:00-9:52,Marshall Square Mall
REL,200,Selected Topics,Tuesday,7:00-9:53,Lyman Hall
REL,205,Ancient Greek Religion,Wednesday,1:00-3:18,Whitman
REL,206,Greco-Roman Religion,Thursday,2:00-4:18,Schine
REL,215,The Jewish Bible/Christian Old Testament,Friday,3:00-5:18,Heroy Geology Building
REL,217,The New Testament,Monday,4:00-6:18,HBC Gifford
REL,221,Morality and Community,Tuesday,5:00-7:18,Crouse-Hinds Hall
REL,223,"Faith, Doubt, and Fanaticism",Wednesday,6:00-8:18,Dineen Hall
REL,227,Gods: A Cross-Cultural Gallery,Thursday,7:00-9:54,Hinds Hall
REL,231,Jewish Literature,Friday,7:00-9:55,Carnegie
REL,235,Travel Narratives and Pilgrimages,Monday,7:00-9:56,Hall of Languages
REL,239,Jewish Humor and Satire,Tuesday,1:00-3:19,Physics Building
REL,241,Religious Diversity in America,Wednesday,2:00-4:19,Falk
REL,242,Religious Issues in American Life,Thursday,3:00-5:19,Marshall Square Mall
REL,244,Indigenous Religions,Friday,4:00-6:19,Lyman Hall
REL,246,Religion and Popular Culture,Monday,5:00-7:19,Whitman
REL,252,Ethical Decision Making,Tuesday,6:00-8:19,Schine
REL,253,"Religion, Spirituality, and Nature",Wednesday,7:00-9:57,Heroy Geology Building
REL,255,"Psychology, Spirituality, Love and Ethics",Thursday,7:00-9:58,HBC Gifford
REL,261,Faith and Reason in Islamic Thought and Civilization,Friday,7:00-9:59,Crouse-Hinds Hall
REL,281,African Religions: An Introduction,Monday,1:00-3:00,Dineen Hall
REL,283,India’s Religious Worlds,Tuesday,2:00-4:00,Hinds Hall
REL,290,Independent Study,Wednesday,3:00-5:00,Carnegie
REL,291,Comparative Themes and Issues,Thursday,4:00-6:00,Hall of Languages
REL,292,The Human and Divine in Christian and Muslim Philosophy,Friday,5:00-7:00,Physics Building
REL,294,Mythologies,Monday,6:00-8:00,Falk
REL,295,Religion and Art,Tuesday,7:00-9:00,Marshall Square Mall
REL,296,Mysticism,Wednesday,1:00-3:01,Lyman Hall
REL,300,Selected Topics,Thursday,2:00-4:01,Whitman
REL,301,Ancient Near Eastern Religions and Cultures,Friday,3:00-5:01,Schine
REL,307,The Temple and the Dead Sea Scrolls,Monday,4:00-6:01,Heroy Geology Building
REL,308,Ancient Judaism and the Origins of Christianity,Tuesday,5:00-7:01,HBC Gifford
REL,309,Early Christianities,Wednesday,6:00-8:01,Crouse-Hinds Hall
REL,310,Medieval Christianities,Thursday,7:00-9:01,Dineen Hall
REL,311,The Bible as Literature,Friday,1:00-3:02,Hinds Hall
REL,316,The Torah/Pentateuch as a Scripture,Monday,2:00-4:02,Carnegie
REL,320,Religion and Culture,Tuesday,3:00-5:02,Hall of Languages
REL,321,"Christians, Jews and Muslims",Wednesday,4:00-6:02,Physics Building
REL,322,Martyrs & Saints in Christian Tradition,Thursday,5:00-7:02,Falk
REL,323,Christianity and Sexuality,Friday,6:00-8:02,Marshall Square Mall
REL,324,Religions and Storytelling,Monday,7:00-9:02,Lyman Hall
REL,326,Religion and Film,Tuesday,1:00-3:03,Whitman
REL,327,Yoga-Ancient Religion to Modern Practice,Wednesday,2:00-4:03,Schine
REL,331,European and American Jewish Literature,Thursday,3:00-5:03,Heroy Geology Building
REL,332,Jewish Textual Tradition,Friday,4:00-6:03,HBC Gifford
REL,333,Yiddish Literature in Translation,Monday,5:00-7:03,Crouse-Hinds Hall
REL,334,Modern Judaism,Tuesday,6:00-8:03,Dineen Hall
REL,335,Israeli Literature and Culture,Wednesday,7:00-9:03,Hinds Hall
REL,337,Shoah: Responding to the Holocaust,Thursday,1:00-3:04,Carnegie
REL,338,American Judaism,Friday,2:00-4:04,Hall of Languages
REL,341,"Women, Abolition, and Religion in 19th Century America",Monday,3:00-5:04,Physics Building
REL,342,Religion and Politics in the Israeli-Palestinian Conflict,Tuesday,4:00-6:04,Falk
REL,343,American Religions and the News Media,Wednesday,5:00-7:04,Marshall Square Mall
REL,345,African American Religious History,Thursday,6:00-8:04,Lyman Hall
REL,347,Religion and the Conquest of America,Friday,7:00-9:04,Whitman
REL,348,Religion and American Consumerism,Monday,1:00-3:05,Schine
REL,351,"Theorizing Religion, Culture, Theology",Tuesday,2:00-4:05,Heroy Geology Building
REL,352,Sociology of Religion and Morals,Wednesday,3:00-5:05,HBC Gifford
REL,354,Kierkegaard and Nietzsche,Thursday,4:00-6:05,Crouse-Hinds Hall
REL,355,"Religion, Identity and Power",Friday,5:00-7:05,Dineen Hall
REL,356,Religion and Conflicts in Contemporary Europe,Monday,6:00-8:05,Hinds Hall
REL,357,Queerly Religious,Tuesday,7:00-9:05,Carnegie
REL,358,Critical Issues in Religious Thought,Wednesday,1:00-3:06,Hall of Languages
REL,359,Stem Cells and Society,Thursday,2:00-4:06,Physics Building
REL,362,Islamism and Islamist Movements Today,Friday,3:00-5:06,Falk
REL,364,"Enchanting Words: Muslim Poets, Singers and Storytellers",Monday,4:00-6:06,Marshall Square Mall
REL,367,God and Beauty in Islamic Art,Tuesday,5:00-7:06,Lyman Hall
REL,371,God in Political Theory,Wednesday,6:00-8:06,Whitman
REL,375,Religion and Ethics in Post-Freudian Depth Psychologies,Thursday,7:00-9:06,Schine
REL,384,"Goddesses, Women and Power in Hinduism",Friday,1:00-3:07,Heroy Geology Building
REL,385,Religion in Chinese Society,Monday,2:00-4:07,HBC Gifford
REL,386,Studies in Buddhism,Tuesday,3:00-5:07,Crouse-Hinds Hall
REL,387,Religious Belief Systems in Everyday Asian Life,Wednesday,4:00-6:07,Dineen Hall
REL,391,Advanced Religion Seminar,Thursday,5:00-7:07,Hinds Hall
REL,392,Music and the Sacred,Friday,6:00-8:07,Carnegie
REL,393,Religion at the Limits,Monday,7:00-9:07,Hall of Languages
REL,394,Sources of the Self: Finding the “I” in Religion & Philosophy,Tuesday,1:00-3:08,Physics Building
REL,395,Religions and the Natural Environment,Wednesday,2:00-4:08,Falk
REL,397,Grappling with Existence,Thursday,3:00-5:08,Marshall Square Mall
REL,400,Selected Topics,Friday,4:00-6:08,Lyman Hall
REL,409,A History of Witchcraft,Monday,5:00-7:08,Whitman
REL,421,Classical Mythology,Tuesday,6:00-8:08,Schine
REL,435,Modern Jewish Thought,Wednesday,7:00-9:08,Heroy Geology Building
REL,439,Jewish Studies Seminar,Thursday,1:00-3:09,HBC Gifford
REL,440,Modern Religious Thought,Friday,2:00-4:09,Crouse-Hinds Hall
REL,449,Religious Dimensions of Whiteness,Monday,3:00-5:09,Dineen Hall
REL,451,"Visual Culture Past and Present: Gender, Religion and Politics",Tuesday,4:00-6:09,Hinds Hall
REL,461,Enlightenment: Between European West and Islam,Wednesday,5:00-7:09,Carnegie
REL,465,Beyond the Veil: Gender Politics in Islam,Thursday,6:00-8:09,Hall of Languages
REL,470,Experience Credit,Friday,7:00-9:09,Physics Building
REL,471,Religion and Society in Brazil,Monday,1:00-3:10,Falk
REL,487,Global Hinduism,Tuesday,2:00-4:10,Marshall Square Mall
REL,490,Independent Study,Wednesday,3:00-5:10,Lyman Hall
REL,498,Thesis Preparation,Thursday,4:00-6:10,Whitman
REL,499,Honors Capstone Project,Friday,5:00-7:10,Schine
REL,500,Selected Topics,Monday,6:00-8:10,Heroy Geology Building
REL,551,Ethics and the Health professions,Tuesday,7:00-9:10,HBC Gifford
REL,552,Bioethics,Wednesday,1:00-3:11,Crouse-Hinds Hall
REL,557,Modern Theology,Thursday,2:00-4:11,Dineen Hall
REL,595,"Religion, Art, and Aesthetics",Friday,3:00-5:11,Hinds Hall
RES,332,Real Estate Principles,Monday,4:00-6:11,Carnegie
RES,342,Real Estate Development,Tuesday,5:00-7:11,Hall of Languages
RES,362,Real Estate Finance and Investment,Wednesday,6:00-8:11,Physics Building
RES,400,Selected Topics,Thursday,7:00-9:11,Falk
RES,443,Real Estate Capital Markets,Friday,1:00-3:12,Marshall Square Mall
RES,470,Experience Credit,Monday,2:00-4:12,Lyman Hall
RES,472,Case Studies in Real Estate Investment and Finance,Tuesday,3:00-5:12,Whitman
RMT,301,Retailing Fundamentals,Wednesday,4:00-6:12,Schine
RMT,307,Sales and Strategic Partnerships,Thursday,5:00-7:12,Heroy Geology Building
RMT,314,Product Development for Retail Management,Friday,6:00-8:12,HBC Gifford
RMT,333,Professional Practice,Monday,7:00-9:12,Crouse-Hinds Hall
RMT,357,Visual Merchandising and Store Planning,Tuesday,1:00-3:13,Dineen Hall
RMT,407,Retail Buying and Planning,Wednesday,2:00-4:13,Hinds Hall
RMT,457,Electronic Retailing and Marketing,Thursday,3:00-5:13,Carnegie
RMT,475,Supervised Internship,Friday,4:00-6:13,Hall of Languages
RMT,490,Independent Study,Monday,5:00-7:13,Physics Building
RMT,499,Honors Capstone Project,Tuesday,6:00-8:13,Falk
RUS,101,Russian I,Wednesday,7:00-9:13,Marshall Square Mall
RUS,102,Russian II,Thursday,1:00-3:14,Lyman Hall
RUS,201,Russian III,Friday,2:00-4:14,Whitman
RUS,202,Russian IV,Monday,3:00-5:14,Schine
RUS,301,Reading and Composition,Tuesday,4:00-6:14,Heroy Geology Building
RUS,302,Reading and Composition,Wednesday,5:00-7:14,HBC Gifford
RUS,320,Contemporary Russian Media,Thursday,6:00-8:14,Crouse-Hinds Hall
RUS,331,Russian Culture Through Fiction and Film,Friday,7:00-9:14,Dineen Hall
RUS,332,Russian Fairy Tales and Folklore,Monday,1:00-3:15,Hinds Hall
RUS,351,Introduction to Russian Literature,Tuesday,2:00-4:15,Carnegie
RUS,352,Introduction to Russian Literature,Wednesday,3:00-5:15,Hall of Languages
RUS,361,Russian Literary Film Adaptations,Thursday,4:00-6:15,Physics Building
RUS,362,Russia Today,Friday,5:00-7:15,Falk
RUS,405,Advanced Structure and Usage,Monday,6:00-8:15,Marshall Square Mall
RUS,406,History of the Russian Language,Tuesday,7:00-9:15,Lyman Hall
RUS,412,Political Russian,Wednesday,1:00-3:16,Whitman
RUS,415,Famous Russians,Thursday,2:00-4:16,Schine
RUS,422,Business Russian,Friday,3:00-5:16,Heroy Geology Building
RUS,490,Independent Study,Monday,4:00-6:16,HBC Gifford
RUS,499,Honors Capstone Project,Tuesday,5:00-7:16,Crouse-Hinds Hall
SAL,213,Sport Data Analysis I,Wednesday,6:00-8:16,Dineen Hall
SAL,290,Independent Study,Thursday,7:00-9:16,Hinds Hall
SAL,300,Selected Topics,Friday,1:00-3:17,Carnegie
SAL,313,Sport Data Analysis II,Monday,2:00-4:17,Hall of Languages
SAL,323,Database and Programming for Sport Analytics,Tuesday,3:00-5:17,Physics Building
SAL,366,Sport Economics II,Wednesday,4:00-6:17,Falk
SAL,384,Web Scraping with Python for Sport Analytics,Thursday,5:00-7:17,Marshall Square Mall
SAL,413,Analyzing Baseball Data with R,Friday,6:00-8:17,Lyman Hall
SAL,495,Sport Analytics Thesis Seminar I,Monday,7:00-9:17,Whitman
SAL,496,Sport Analytics Thesis Seminar II,Tuesday,1:00-3:18,Schine
SAS,101,Hindi/Urdu I,Wednesday,2:00-4:18,Heroy Geology Building
SAS,102,Hindi/Urdu II,Thursday,3:00-5:18,HBC Gifford
SAS,123,Religious Auto/Biography,Friday,4:00-6:18,Crouse-Hinds Hall
SAS,165,Discovering Islam,Monday,5:00-7:18,Dineen Hall
SAS,185,Hinduism,Tuesday,6:00-8:18,Hinds Hall
SAS,186,Buddhism,Wednesday,7:00-9:18,Carnegie
SAS,200,Selected Topics,Thursday,1:00-3:19,Hall of Languages
SAS,201,Hindi/Urdu III,Friday,2:00-4:19,Physics Building
SAS,202,Hindi/Urdu IV,Monday,3:00-5:19,Falk
SAS,270,Experience Credit,Tuesday,4:00-6:19,Marshall Square Mall
SAS,283,India’s Religious Worlds,Wednesday,5:00-7:19,Lyman Hall
SAS,301,Contemporary Asian Americans,Thursday,6:00-8:19,Whitman
SAS,324,Modern South Asian Cultures,Friday,7:00-9:19,Schine
SAS,327,Yoga-Ancient Religion to Modern Practice,Monday,1:00-3:20,Heroy Geology Building
SAS,328,Ancient and Medieval India,Tuesday,2:00-4:20,HBC Gifford
SAS,329,Making of Modern India,Wednesday,3:00-5:20,Crouse-Hinds Hall
SAS,364,"Enchanting Words: Muslim Poets, Singers and Storytellers",Thursday,4:00-6:20,Dineen Hall
SAS,367,God and Beauty in Islamic Art,Friday,5:00-7:20,Hinds Hall
SAS,375,British Empire,Monday,6:00-8:20,Carnegie
SAS,384,"Goddesses, Women and Power in Hinduism",Tuesday,7:00-9:20,Hall of Languages
SAS,385,Music and Dance of India,Wednesday,1:00-3:21,Physics Building
SAS,386,Sounds of the Silk Road,Thursday,2:00-4:21,Falk
SAS,389,Politics of India,Friday,3:00-5:21,Marshall Square Mall
SAS,394,Partition of India in Film,Monday,4:00-6:21,Lyman Hall
SAS,396,Art and Architecture of India,Tuesday,5:00-7:21,Whitman
SAS,400,Selected Topics:South Asian Studies,Wednesday,6:00-8:21,Schine
SAS,421,Gender & Sexuality in South Asia,Thursday,7:00-9:21,Heroy Geology Building
SAS,426,Cultures and Politics of Afghanistan and Pakistan,Friday,1:00-3:22,HBC Gifford
SAS,465,Beyond the Veil: Gender Politics in Islam,Monday,2:00-4:22,Crouse-Hinds Hall
SCE,200,Selected Topics:Science Education,Tuesday,3:00-5:22,Dineen Hall
SCE,400,Selected Topics,Wednesday,4:00-6:22,Hinds Hall
SCE,413,Methods and Curriculum in Teaching Science,Thursday,5:00-7:22,Carnegie
SCE,416,Assessment & Data-Driven Instruction,Friday,6:00-8:22,Hall of Languages
SCI,104,Science-Questions and Quests: Physical Phenomena I,Monday,7:00-9:22,Physics Building
SCI,105,Science-Questions and Quests: Physical Phenomena II,Tuesday,1:00-3:23,Falk
SCI,400,Science Teaching Selected Topics,Wednesday,2:00-4:23,Marshall Square Mall
SCI,544,Teaching of College Science,Thursday,3:00-5:23,Lyman Hall
SCM,265,Introduction to Supply Chain Management,Friday,4:00-6:23,Whitman
SCM,400,Selected Topics,Monday,5:00-7:23,Schine
SCM,401,Supply Chain and Logistics Management,Tuesday,6:00-8:23,Heroy Geology Building
SCM,402,Supply Chain Management Systems,Wednesday,7:00-9:23,HBC Gifford
SCM,403,Introduction to Management Science,Thursday,1:00-3:24,Crouse-Hinds Hall
SCM,421,Fundamentals of Sourcing,Friday,2:00-4:24,Dineen Hall
SCM,431,Transportation and Distribution Center Management,Monday,3:00-5:24,Hinds Hall
SCM,455,Lean Six Sigma,Tuesday,4:00-6:24,Carnegie
SCM,456,Introduction to Project Management,Wednesday,5:00-7:24,Hall of Languages
SCM,459,The Law of Global Business,Thursday,6:00-8:24,Physics Building
SCM,477,Global Supply Chain Management,Friday,7:00-9:24,Falk
SCM,499,Honors Capstone Project,Monday,1:00-3:25,Marshall Square Mall
SCU,207,Sculpture Survey,Tuesday,2:00-4:25,Lyman Hall
SCU,208,Sculpture Survey,Wednesday,3:00-5:25,Whitman
SCU,280,International Course,Thursday,4:00-6:25,Schine
SCU,295,Introductory Sculpture,Friday,5:00-7:25,Heroy Geology Building
SCU,296,Introductory Sculpture,Monday,6:00-8:25,HBC Gifford
SCU,300,Selected Topics,Tuesday,7:00-9:25,Crouse-Hinds Hall
SCU,392,Plastics Techniques Research,Wednesday,1:00-3:26,Dineen Hall
SCU,395,Intermediate Sculpture,Thursday,2:00-4:26,Hinds Hall
SCU,396,Intermediate Sculpture,Friday,3:00-5:26,Carnegie
SCU,480,International Course,Monday,4:00-6:26,Hall of Languages
SCU,496,Advanced Sculpture,Tuesday,5:00-7:26,Physics Building
SCU,499,Honors Capstone Project,Wednesday,6:00-8:26,Falk
SCU,507,Sculpture Survey,Thursday,7:00-9:26,Marshall Square Mall
SCU,508,Sculpture Survey,Friday,1:00-3:27,Lyman Hall
SCU,591,Wood and Mixed-Media Research,Monday,2:00-4:27,Whitman
SCU,592,Plastics Techniques Research,Tuesday,3:00-5:27,Schine
SCU,596,Sculpture Research,Wednesday,4:00-6:27,Heroy Geology Building
SED,340,Participation in the Professional Development School,Thursday,5:00-7:27,HBC Gifford
SED,413,Methods and Curriculum in Teaching,Friday,6:00-8:27,Crouse-Hinds Hall
SED,416,Assessment & Data-Driven Instruction,Monday,7:00-9:27,Dineen Hall
SED,434,Teaching and Learning Functions,Tuesday,1:00-3:28,Hinds Hall
SED,437,Teaching and Learning Geometry,Wednesday,2:00-4:28,Carnegie
SIS,100,Selected Topics,Thursday,3:00-5:28,Hall of Languages
SIS,101,SIS Freshman Forum,Friday,4:00-6:28,Physics Building
SIS,300,Selected Topics,Monday,5:00-7:28,Falk
SOC,101,Introduction to Sociology,Tuesday,6:00-8:28,Marshall Square Mall
SOC,102,Social Problems,Wednesday,7:00-9:28,Lyman Hall
SOC,200,Selected Topics,Thursday,1:00-3:29,Whitman
SOC,230,Intergroup Dialogue,Friday,2:00-4:29,Schine
SOC,248,Ethnic Inequalities and Intergroup Relations,Monday,3:00-5:29,Heroy Geology Building
SOC,254,Comparative Study of American Ethnic Communities,Tuesday,4:00-6:29,HBC Gifford
SOC,281,Sociology of Families,Wednesday,5:00-7:29,Crouse-Hinds Hall
SOC,300,Selected Topics,Thursday,6:00-8:29,Dineen Hall
SOC,301,Contemporary Asian Americans,Friday,7:00-9:29,Hinds Hall
SOC,305,Sociology of Sex and Gender,Monday,1:00-3:30,Carnegie
SOC,306,Sexuality in Spain,Tuesday,2:00-4:30,Hall of Languages
SOC,307,Asian Americans and Social Stratification,Wednesday,3:00-5:30,Physics Building
SOC,309,"Race, Gender and Sexuality in the African Diaspora",Thursday,4:00-6:30,Falk
SOC,312,The Pale and Beyond,Friday,5:00-7:30,Marshall Square Mall
SOC,318,Introduction to Research,Monday,6:00-8:30,Lyman Hall
SOC,319,Qualitative Methods in Sociology,Tuesday,7:00-9:30,Whitman
SOC,334,Criminal Justice,Wednesday,1:00-3:31,Schine
SOC,335,Political Sociology,Thursday,2:00-4:31,Heroy Geology Building
SOC,343,The Deviance Process,Friday,3:00-5:31,HBC Gifford
SOC,345,Spanish Society and Pop Culture,Monday,4:00-6:31,Crouse-Hinds Hall
SOC,353,Sociology of the African American Experience,Tuesday,5:00-7:31,Dineen Hall
SOC,354,"Gender, Militarism, and War",Wednesday,6:00-8:31,Hinds Hall
SOC,355,Sociology-of Health and Illness,Thursday,7:00-9:31,Carnegie
SOC,361,"Youth, Schooling and Popular Culture",Friday,1:00-3:32,Hall of Languages
SOC,362,"Religion, Identity and Power",Monday,2:00-4:32,Physics Building
SOC,363,Urban Sociology,Tuesday,3:00-5:32,Falk
SOC,364,Aging and Society,Wednesday,4:00-6:32,Marshall Square Mall
SOC,367,Sociology of Sport,Thursday,5:00-7:32,Lyman Hall
SOC,373,Sociology of Work,Friday,6:00-8:32,Whitman
SOC,377,"Class, Status, and Power",Monday,7:00-9:32,Schine
SOC,397,Criminology,Tuesday,1:00-3:33,Heroy Geology Building
SOC,400,Selected Topics,Wednesday,2:00-4:33,HBC Gifford
SOC,406,Sociological Theory,Thursday,3:00-5:33,Crouse-Hinds Hall
SOC,409,Sociology of the Globalization of Music,Friday,4:00-6:33,Dineen Hall
SOC,410,Seminar on Social Change,Monday,5:00-7:33,Hinds Hall
SOC,412,Multicultural London,Tuesday,6:00-8:33,Carnegie
SOC,413,There Goes the Neighborhood: US Residential Segregation,Wednesday,7:00-9:33,Hall of Languages
SOC,415,Global Cities,Thursday,1:00-3:34,Physics Building
SOC,416,"Race, Crime and Punishment",Friday,2:00-4:34,Falk
SOC,417,Sociology of Disaster,Monday,3:00-5:34,Marshall Square Mall
SOC,421,Population Issues,Tuesday,4:00-6:34,Lyman Hall
SOC,422,Work and Family in the 21st Century,Wednesday,5:00-7:34,Whitman
SOC,423,"Technology, Science and Society",Thursday,6:00-8:34,Schine
SOC,424,Representations of Ability & Disability,Friday,7:00-9:34,Heroy Geology Building
SOC,425,Feminist Organizations,Monday,1:00-3:35,HBC Gifford
SOC,426,Social Issues and Deliberative Democracy,Tuesday,2:00-4:35,Crouse-Hinds Hall
SOC,427,New York City: Black Women Domestic Workers,Wednesday,3:00-5:35,Dineen Hall
SOC,428,"Culture, Sub-culture and Style",Thursday,4:00-6:35,Hinds Hall
SOC,429,"Politics, Gender and Race in the Contemporary Spanish Short Story",Friday,5:00-7:35,Carnegie
SOC,432,Gender and Disability,Monday,6:00-8:35,Hall of Languages
SOC,433,"Race, Class, and Gender",Tuesday,7:00-9:35,Physics Building
SOC,434,Globalization and Social Change,Wednesday,1:00-3:36,Falk
SOC,435,Sexual Politics,Thursday,2:00-4:36,Marshall Square Mall
SOC,438,Disability and Popular Culture,Friday,3:00-5:36,Lyman Hall
SOC,440,Sociology of Disability,Monday,4:00-6:36,Whitman
SOC,441,Federal Indian Policy and Native American Identity,Tuesday,5:00-7:36,Schine
SOC,443,Aging in the Context of Family Life,Wednesday,6:00-8:36,Heroy Geology Building
SOC,444,Contemporary Native American Movements,Thursday,7:00-9:36,HBC Gifford
SOC,445,"The Caribbean: Sex Workers, Transnational Capital, and Tourism",Friday,1:00-3:37,Crouse-Hinds Hall
SOC,446,The Social Impact of the Internet,Monday,2:00-4:37,Dineen Hall
SOC,447,Social Change and Conflict in Modern China,Tuesday,3:00-5:37,Hinds Hall
SOC,448,The Dynamics of Prejudice and Discrimination,Wednesday,4:00-6:37,Carnegie
SOC,449,The Sociology of Evil,Thursday,5:00-7:37,Hall of Languages
SOC,454,Family and Gender in Contemporary Italy,Friday,6:00-8:37,Physics Building
SOC,456,LGBT Studies in Sociology,Monday,7:00-9:37,Falk
SOC,457,"Gender, Politics, Society in Europe (1400-1800)",Tuesday,1:00-3:38,Marshall Square Mall
SOC,458,Contemporary Issues in Turkey,Wednesday,2:00-4:38,Lyman Hall
SOC,466,Organizations and Society,Thursday,3:00-5:38,Whitman
SOC,470,Experience Credit,Friday,4:00-6:38,Schine
SOC,490,Independent Study,Monday,5:00-7:38,Heroy Geology Building
SOC,492,Work and Inequality,Tuesday,6:00-8:38,HBC Gifford
SOC,495,Senior Thesis,Wednesday,7:00-9:38,Crouse-Hinds Hall
SOC,499,Honors Capstone Project,Thursday,1:00-3:39,Dineen Hall
SOC,500,Selected Topics,Friday,2:00-4:39,Hinds Hall
SOC,513,Statistics for Social Science,Monday,3:00-5:39,Carnegie
SOL,240,Practicum in the Humanities-Soling,Tuesday,4:00-6:39,Hall of Languages
SOL,250,Practicum in the Natural Sciences and Mathematics-Soling,Wednesday,5:00-7:39,Physics Building
SOL,260,Practicum in the Social Sciences-Soling,Thursday,6:00-8:39,Falk
SOL,290,Independent Study,Friday,7:00-9:39,Marshall Square Mall
SOL,304,Soling Project I: Introduction to Team Problem Solving,Monday,1:00-3:40,Lyman Hall
SOL,305,Soling Project II: Intermediate Team Problem Solving,Tuesday,2:00-4:40,Whitman
SOL,340,"Practicum in the Humanities, Soling",Wednesday,3:00-5:40,Schine
SOL,344,Creativity and the Art of Crossing Borders,Thursday,4:00-6:40,Heroy Geology Building
SOL,345,Puppets and Community,Friday,5:00-7:40,HBC Gifford
SOL,350,"Practicum in the Natural Sciences and Mathematics, Soling",Monday,6:00-8:40,Crouse-Hinds Hall
SOL,360,"Practicum in the Social Sciences, Soling",Tuesday,7:00-9:40,Dineen Hall
SOL,400,Selected Topics,Wednesday,1:00-3:41,Hinds Hall
